DATE,TMAX_AV_ALL,TMIN_AV_ALL,ERCOT
5/28/19,92.22222222,74.88888889,1165178.703
5/29/19,90.44444444,74.22222222,1148244.56
5/30/19,89.33333333,73,1118149.499
5/31/19,90,72.33333333,1109683.505
6/1/19,92.88888889,73.22222222,1122916.079
6/2/19,92,73.77777778,1111923.687
6/3/19,93.33333333,74.44444444,1219555.656
6/4/19,89.55555556,74.22222222,1154595.905
6/5/19,88.55555556,73.88888889,1105974.231
6/6/19,93.55555556,70.66666667,1151075.686
6/7/19,95.77777778,72,1163193.786
6/8/19,98,72.55555556,1188554.195
6/9/19,96.77777778,75.22222222,1176251.293
6/10/19,88.66666667,74.33333333,1125561.956
6/11/19,85.88888889,70.33333333,1040394.756
6/12/19,90.44444444,67.77777778,1089647.632
6/13/19,91.66666667,69.55555556,1136771.643
6/14/19,93.55555556,72,1176551.023
6/15/19,96,77,1215921.383
6/16/19,93.33333333,70.55555556,1087495.038
6/17/19,90.22222222,70.77777778,1100411.552
6/18/19,95,72.77777778,1218666.345
6/19/19,98,75.33333333,1296684.138
6/20/19,97.88888889,76.88888889,1318922.89
6/21/19,96.88888889,79.44444444,1352020.022
6/22/19,95.22222222,78.22222222,1258624.046
6/23/19,95.88888889,78.11111111,1258948.568
6/24/19,89.25,70,1128703.626
6/25/19,90.88888889,71,1131811.799
6/26/19,91.55555556,73.33333333,1170628.425
6/27/19,92.55555556,75.11111111,1196260.225
6/28/19,94.11111111,74.77777778,1220133.83
6/29/19,94.55555556,72.22222222,1162636.408
6/30/19,91.11111111,71.44444444,1077607.832
7/1/19,93.22222222,74.44444444,1209208.37
7/2/19,92.77777778,75.55555556,1227054.154
7/3/19,93.11111111,75.44444444,1190554.23
7/4/19,94,77.33333333,1186757.463
7/5/19,95.11111111,78.11111111,1260279.895
7/6/19,94.55555556,77.11111111,1223884.708
7/7/19,95.77777778,77.66666667,1229249.17
7/8/19,96.88888889,77.44444444,1290295.698
7/9/19,97.88888889,78.44444444,1323750.325
7/10/19,97.77777778,76.44444444,1342759.633
7/11/19,98.11111111,75.77777778,1295030.384
7/12/19,97.66666667,77,1291396.931
7/13/19,96.88888889,75.77777778,1228646.639
7/14/19,95.11111111,76.33333333,1198121.751
7/15/19,96.55555556,76.77777778,1296674.525
7/16/19,97.66666667,79.77777778,1364959.928
7/17/19,97.22222222,78.66666667,1361529.981
7/18/19,97.55555556,77.88888889,1360428.817
7/19/19,97.88888889,78.11111111,1355065.386
7/20/19,98.22222222,78.11111111,1317889.579
7/21/19,97.77777778,77.11111111,1278544.713
7/22/19,96,76.66666667,1296341.623
7/23/19,92,75.22222222,1203430.076
7/24/19,90.66666667,69.66666667,1149511.206
7/25/19,91.55555556,66.44444444,1137326.861
7/26/19,92.77777778,69.33333333,1169817.099
7/27/19,95.55555556,72.55555556,1209469.849
7/28/19,96.66666667,75.88888889,1246051.12
7/29/19,97.22222222,77.66666667,1309499.498
7/30/19,98.88888889,76.88888889,1341017.952
7/31/19,97.77777778,75.11111111,1335820.137
8/1/19,97.44444444,76.44444444,1332896.28
8/2/19,97.66666667,76.55555556,1337501.366
8/3/19,95.66666667,77.11111111,1228952.444
8/4/19,95.66666667,77.66666667,1217749.839
8/5/19,97.77777778,76.22222222,1341376.226
8/6/19,98.55555556,78.55555556,1381066.76
8/7/19,99.77777778,79.55555556,1414584.816
8/8/19,100,79.88888889,1408845.633
8/9/19,100.2222222,80.11111111,1416297.301
8/10/19,100.5555556,79,1378884.758
8/11/19,101,79.33333333,1373645.996
8/12/19,102,79.77777778,1447721.32
8/13/19,101.4444444,79,1447330.682
8/14/19,99.88888889,77.55555556,1386700.398
8/15/19,100.3333333,77.22222222,1367445.147
8/16/19,100.7777778,78.88888889,1401935.934
8/17/19,100.5555556,80.33333333,1380859.521
8/18/19,100.5555556,81,1375298.207
8/19/19,100.3333333,80,1434382.289
8/20/19,98,78.11111111,1400310.576
8/21/19,98.11111111,77.88888889,1380440.602
8/22/19,98.33333333,77.77777778,1368231.19
8/23/19,97,76.77777778,1311256.837
8/24/19,96.22222222,77,1246768.128
8/25/19,99.66666667,77.11111111,1273324.913
8/26/19,101.8888889,79.88888889,1431187.348
8/27/19,95.33333333,78.77777778,1299368.279
8/28/19,97,75.88888889,1283430.361
8/29/19,98.77777778,76.55555556,1335743.812
8/30/19,97.33333333,77.11111111,1276954.984
8/31/19,95.66666667,75.33333333,1173259.099
9/1/19,97.22222222,74.55555556,1201748.38
9/2/19,96.66666667,74.44444444,1244703.291
9/3/19,95,74.11111111,1291962.701
9/4/19,95.77777778,76.22222222,1308092.396
9/5/19,96.77777778,75.11111111,1295037.809
9/6/19,98.22222222,75.33333333,1309744.976
9/7/19,97.66666667,75.88888889,1283298.959
9/8/19,97.55555556,75.33333333,1261323.694
9/9/19,95.55555556,76.22222222,1290755.217
9/10/19,96,76.22222222,1263601.957
9/11/19,94.66666667,74,1226101.801
9/12/19,95.44444444,74.77777778,1242792.19
9/13/19,95.44444444,74,1245816.382
9/14/19,96.44444444,73.11111111,1212330.316
9/15/19,95.77777778,72.66666667,1211763.9
9/16/19,95,74,1255837.45
9/17/19,92.88888889,73.44444444,1204677.824
9/18/19,95.22222222,73.77777778,1218902.176
9/19/19,93.11111111,75.55555556,1163279.628
9/20/19,95.77777778,77.44444444,1209521.66
9/21/19,93.22222222,77,1190170.721
9/22/19,94.33333333,75.66666667,1186718.651
9/23/19,94.55555556,76.66666667,1264238.754
9/24/19,94.66666667,75.88888889,1259478.127
9/25/19,95.33333333,75.33333333,1263153.205
9/26/19,95.11111111,74.55555556,1253279.79
9/27/19,94.88888889,75,1223882.075
9/28/19,94.66666667,77.88888889,1219061.29
9/29/19,94.77777778,78.77777778,1223932.482
9/30/19,94.55555556,78.33333333,1267122.974
10/1/19,94.55555556,77.33333333,1259856.76
10/2/19,94.22222222,75.11111111,1246388.262
10/3/19,93.88888889,73.66666667,1228586.169
10/4/19,93.11111111,72,1182717.99
10/5/19,94.44444444,72.11111111,1153622.972
10/6/19,94.77777778,70.66666667,1153626.996
10/7/19,86.22222222,66.33333333,1041842.85
10/8/19,86.88888889,63.66666667,986202.7556
10/9/19,93.11111111,68.77777778,1083031.63
10/10/19,93,69.88888889,1200393.534
10/11/19,77.66666667,50.22222222,901257.2475
10/12/19,71.22222222,52.44444444,794760.6609
10/13/19,82.88888889,59.88888889,827312.8521
10/14/19,86,69.44444444,989118.4747
10/15/19,88.44444444,71.55555556,1106300.423
10/16/19,77.22222222,57.55555556,901427.3819
10/17/19,75.22222222,54.33333333,839348.7828
10/18/19,84.33333333,56.77777778,888653.7743
10/19/19,90.11111111,64.44444444,961117.4903
10/20/19,89.66666667,64.88888889,1007573.503
10/21/19,82,57.55555556,948922.884
10/22/19,81.11111111,53.66666667,865176.6611
10/23/19,85.11111111,56.66666667,898397.3542
10/24/19,78.66666667,55.22222222,931759.1882
10/25/19,64.77777778,46.11111111,866600.774
10/26/19,73.66666667,45.77777778,814967.1315
10/27/19,80.88888889,49.11111111,813230.8899
10/28/19,75.77777778,56.22222222,879089.2375
10/29/19,65.55555556,54.88888889,924549.3233
10/30/19,60.33333333,41.55555556,976446.7249
10/31/19,57.33333333,35.66666667,1009652.792
11/1/19,65.77777778,37.22222222,978177.375
11/2/19,69.11111111,42.11111111,870213.2151
11/3/19,73.55555556,44.33333333,887423.1479
11/4/19,81.22222222,54.77777778,879209.483
11/5/19,80.11111111,61.44444444,899898.2621
11/6/19,80.88888889,62.44444444,911564.123
11/7/19,70.22222222,49.66666667,917195.7204
11/8/19,58.11111111,45,950924.8361
11/9/19,69.33333333,43.11111111,872334.1831
11/10/19,76,48.11111111,826252.3572
11/11/19,70,36.66666667,962292.3642
11/12/19,44.88888889,31.11111111,1215622.2
11/13/19,48.5,32,1183160.909
11/14/19,54.375,39.625,1051724.422
11/15/19,63.33333333,37.11111111,992713.4831
11/16/19,66.22222222,38.66666667,932680.6763
11/17/19,71.22222222,42.77777778,870114.1868
11/18/19,76.55555556,45.33333333,890956.2709
11/19/19,79.88888889,48.55555556,882126.6476
11/20/19,81,61.66666667,888959.9996
11/21/19,78.88888889,63.77777778,913237.5187
11/22/19,70.55555556,50.11111111,913933.9092
11/23/19,68,43.66666667,889931.5705
11/24/19,74.22222222,43.33333333,864863.7182
11/25/19,80.11111111,52.33333333,890072.1181
11/26/19,76.55555556,60.44444444,910018.8178
11/27/19,67.11111111,53.44444444,907907.1622
11/28/19,62.55555556,53,882939.678
11/29/19,76.77777778,57.77777778,888630.6394
11/30/19,79.33333333,60.11111111,883867.0972
12/1/19,66.77777778,46.33333333,853988.8293
12/2/19,66.11111111,41,954320.6148
12/3/19,74.11111111,39.77777778,950802.3183
12/4/19,74.11111111,46.77777778,917367.6994
12/5/19,76.33333333,50.55555556,902984.4399
12/6/19,73.22222222,52,885810.1221
12/7/19,70.77777778,46.88888889,875618.086
12/8/19,76.11111111,50,867836.6588
12/9/19,77,55.77777778,923617.781
12/10/19,61.77777778,42.22222222,1025706.061
12/11/19,57.44444444,38.33333333,1054261.61
12/12/19,65.88888889,38.88888889,1016630.694
12/13/19,76.77777778,44.77777778,941070.0577
12/14/19,77.44444444,44.44444444,893129.7556
12/15/19,80.33333333,52.33333333,892224.467
12/16/19,65.66666667,42.66666667,1017455.344
12/17/19,54.88888889,33.44444444,1110770.08
12/18/19,59.66666667,31.88888889,1105499.549
12/19/19,60.11111111,35,1087382.667
12/20/19,57.44444444,45.88888889,1029255.126
12/21/19,60.22222222,41.66666667,952595.3862
12/22/19,64.22222222,36.88888889,958031.5609
12/23/19,70.77777778,36.22222222,983870.4319
12/24/19,72.33333333,40.44444444,915244.2742
12/25/19,73.11111111,46.88888889,829910.1925
12/26/19,70.66666667,52.66666667,851051.8487
12/27/19,71.44444444,55.77777778,851424.8001
12/28/19,72,54.66666667,843047.6248
12/29/19,64.55555556,43.44444444,866959.4978
12/30/19,60.77777778,38.66666667,975466.5608
12/31/19,60.44444444,37.88888889,980098.5967
1/1/20,60,48.22222222,924459.7166
1/2/20,64.22222222,50.55555556,904317.3346
1/3/20,67.66666667,45.88888889,914201.2483
1/4/20,69.55555556,38.77777778,918818.985
1/5/20,74.33333333,41.66666667,881578.4312
1/6/20,72.44444444,42.11111111,925317.253
1/7/20,67.77777778,39.33333333,939718.5243
1/8/20,70,39.33333333,978425.6562
1/9/20,76.66666667,60.11111111,894627.9157
1/10/20,73.77777778,56.66666667,896998.812
1/11/20,63.77777778,40,949714.5926
1/12/20,63.88888889,39.55555556,980356.9231
1/13/20,69.33333333,51,949839.1615
1/14/20,78,60.55555556,908571.4176
1/15/20,79,63.77777778,918075.9737
1/16/20,68.66666667,56.44444444,934431.0613
1/17/20,68,55,927297.1535
1/18/20,68.22222222,49.77777778,862155.7469
1/19/20,59.77777778,40.88888889,928052.0433
1/20/20,61.11111111,38.44444444,986595.8826
1/21/20,59.88888889,40.77777778,1014425.263
1/22/20,62.22222222,48.33333333,1028238.292
1/23/20,67.44444444,45.88888889,940315.4208
1/24/20,66.44444444,42.33333333,955540.738
1/25/20,69.77777778,45.33333333,909271.1192
1/26/20,75.33333333,50.55555556,834931.0315
1/27/20,69.88888889,47.88888889,902478.43
1/28/20,69.11111111,49,925482.5524
1/29/20,59,42.44444444,1007051.017
1/30/20,53.77777778,44.88888889,1025630.737
1/31/20,61.44444444,42.44444444,967518.6471
2/1/20,71.33333333,38.88888889,922466.8261
2/2/20,76.11111111,43.88888889,861710.3719
2/3/20,75,55.55555556,870386.4884
2/4/20,73.77777778,50.55555556,928874.2185
2/5/20,54.66666667,35.66666667,1114858.993
2/6/20,57.88888889,32,1138748.676
2/7/20,70.66666667,37.11111111,1014694.429
2/8/20,72,46.55555556,903329.0289
2/9/20,75.88888889,61.11111111,854035.6441
2/10/20,70,51.77777778,964318.8115
2/11/20,56.33333333,45.88888889,1049304.518
2/12/20,60.66666667,44,1028637.797
2/13/20,57.22222222,39.33333333,1055924.251
2/14/20,59.55555556,37.55555556,1070821.827
2/15/20,69.55555556,42.88888889,939462.6764
2/16/20,77.88888889,52,840517.3232
2/17/20,79.66666667,57.33333333,890085.1589
2/18/20,70.66666667,55,917260.6924
2/19/20,56.44444444,48.55555556,976178.268
2/20/20,54,43,1051894.916
2/21/20,55.11111111,38.11111111,1062351.148
2/22/20,64.55555556,43.11111111,948525.0724
2/23/20,70.55555556,53.33333333,881139.4052
2/24/20,74.11111111,52.11111111,881696.3632
2/25/20,66.66666667,45.77777778,930085.6485
2/26/20,57.11111111,35.88888889,1038277.371
2/27/20,63.88888889,32.44444444,1050299.795
2/28/20,73.44444444,38.44444444,949982.7158
2/29/20,76.11111111,45.55555556,868849.6516
3/1/20,76.11111111,58.22222222,826455.6055
3/2/20,76.77777778,62.33333333,881380.1656
3/3/20,75.22222222,61,897271.5452
3/4/20,69.88888889,54,906391.8446
3/5/20,74.55555556,49.33333333,891136.8031
3/6/20,71.22222222,47.11111111,880104.958
3/7/20,67.55555556,47.66666667,871527.8895
3/8/20,73.77777778,51.77777778,819799.2662
3/9/20,74.55555556,62,872251.7698
3/10/20,79.77777778,60.11111111,902403.7523
3/11/20,84.11111111,63.11111111,941325.1009
3/12/20,83.88888889,66,959445.0635
3/13/20,80.11111111,66.33333333,933016.6753
3/14/20,80.77777778,65.44444444,905086.1145
3/15/20,72.33333333,61.33333333,880427.9667
3/16/20,77.33333333,61.11111111,898052.057
3/17/20,81.66666667,65.66666667,933726.702
3/18/20,83.77777778,67.77777778,955479.8302
3/19/20,81.55555556,66,984522.0553
3/20/20,71.44444444,54.88888889,917350.9309
3/21/20,60.88888889,51.22222222,872450.0753
3/22/20,73.77777778,57,842568.6967
3/23/20,82.33333333,64.33333333,917776.742
3/24/20,88.33333333,63.11111111,969785.3388
3/25/20,88.44444444,60.66666667,990020.9321
3/26/20,88.44444444,67,1020424.432
3/27/20,85.77777778,69.22222222,1021928.045
3/28/20,80.22222222,57.55555556,913097.9452
3/29/20,78.66666667,54.55555556,817302.5257
3/30/20,78.33333333,64,894253.4693
3/31/20,78.33333333,55.77777778,887672.9045
4/1/20,77.55555556,55.11111111,860127.4833
4/2/20,78.33333333,63.33333333,870476.1699
4/3/20,75.11111111,55,898732.5434
4/4/20,62.22222222,51.77777778,880633.1076
4/5/20,72.88888889,55.66666667,819506.4508
4/6/20,78,64.33333333,864204.4266
4/7/20,87.77777778,69.11111111,979209.8481
4/8/20,90.66666667,69.66666667,1043692.99
4/9/20,85,66.33333333,972587.684
4/10/20,78.22222222,62.88888889,852587.4335
4/11/20,80.66666667,62.66666667,835570.0754
4/12/20,87.22222222,57.44444444,907803.6653
4/13/20,66.66666667,48.44444444,832395.3406
4/14/20,66.88888889,48.77777778,843733.2245
4/15/20,70.22222222,47.22222222,841660.5614
4/16/20,77,52.88888889,844864.3263
4/17/20,74.55555556,58.77777778,859018.2322
4/18/20,74.22222222,57.88888889,822075.5094
4/19/20,89.66666667,63.22222222,858008.5551
4/20/20,85.22222222,61.44444444,898338.9811
4/21/20,87.22222222,65.44444444,949739.8172
4/22/20,86,68.88888889,962083.1255
4/23/20,90.66666667,62.88888889,967952.979
4/24/20,92.88888889,62.55555556,976996.5052
4/25/20,83.11111111,61.77777778,853591.9503
4/26/20,86.55555556,58.22222222,856541.9843
4/27/20,89.33333333,63.66666667,938851.9094
4/28/20,90.55555556,70.44444444,1032610.553
4/29/20,85.22222222,60.44444444,927923.27
4/30/20,87.11111111,55.22222222,907041.5679
5/1/20,89.88888889,61.88888889,947638.1731
5/2/20,92.11111111,69,989349.5093
5/3/20,92.55555556,70.77777778,1033335.485
5/4/20,93.66666667,72.33333333,1124083.808
5/5/20,87.11111111,69.88888889,1046446.936
5/6/20,87,62.66666667,947401.7027
5/7/20,89.11111111,62.22222222,969766.0066
5/8/20,85.11111111,64.55555556,977359.1094
5/9/20,78.11111111,59,814598.5209
5/10/20,82.55555556,58.55555556,833202.0747
5/11/20,85,62.33333333,930084.8667
5/12/20,84.77777778,68.44444444,946009.6633
5/13/20,88.77777778,68.55555556,1008460.82
5/14/20,91.33333333,71.88888889,1090704.592
5/15/20,90.22222222,67.77777778,1053280.982
5/16/20,82.22222222,65.22222222,870806.682
5/17/20,90.66666667,66.55555556,927438.5208
5/18/20,93.88888889,66.33333333,1080691.386
5/19/20,94.11111111,71,1171467.831
5/20/20,92.44444444,74.22222222,1142217.992
5/21/20,91.55555556,72.11111111,1125979.467
5/22/20,93.55555556,75.44444444,1188051.32
5/23/20,92.44444444,73,1133492.138
5/24/20,90.66666667,68.22222222,1035686.72
5/25/20,81.11111111,66.55555556,899146.4899
5/26/20,85.44444444,65.55555556,957778.4088
5/27/20,90.44444444,64.88888889,995063.9791
5/28/20,88.88888889,66.88888889,1020543.493
5/29/20,87.33333333,68.22222222,1037608.829
5/30/20,87.66666667,68,1002234.984
5/31/20,85.33333333,69.55555556,971967.8911
6/1/20,86.55555556,71.33333333,1029041.441
6/2/20,89.77777778,70.88888889,1114678.114
6/3/20,91,73,1163337.672
6/4/20,93.11111111,74.77777778,1228638.593
6/5/20,93.55555556,75.11111111,1245322.44
6/6/20,95.11111111,73.88888889,1223799.589
6/7/20,96,74.33333333,1215033.846
6/8/20,97.22222222,75.22222222,1302804.849
6/9/20,95.22222222,75.88888889,1323010.621
6/10/20,92.33333333,68.55555556,1125346.34
6/11/20,92.77777778,66.22222222,1123238.23
6/12/20,92,66,1120427.343
6/13/20,92.33333333,67,1111358.561
6/14/20,92,67.22222222,1117669.577
6/15/20,93.11111111,71.77777778,1223754.702
6/16/20,93.22222222,73.88888889,1232733.474
6/17/20,93.44444444,72.44444444,1226810.36
6/18/20,94.66666667,73.66666667,1230564.999
6/19/20,94.33333333,75.11111111,1216575.408
6/20/20,93.33333333,72.66666667,1127703.387
6/21/20,94.33333333,76,1131887.489
6/22/20,93.55555556,74.11111111,1171999.758
6/23/20,89.88888889,72.77777778,1111761.021
6/24/20,90.44444444,72,1128910.606
6/25/20,90.11111111,72.66666667,1159173.986
6/26/20,88.33333333,75.22222222,1147653.407
6/27/20,92.33333333,76.44444444,1186423.545
6/28/20,91.88888889,78.44444444,1177521.173
6/29/20,93.66666667,79.44444444,1281562.032
6/30/20,94.77777778,79.55555556,1309821.213
7/1/20,95.77777778,79.55555556,1330402.299
7/2/20,96,77.66666667,1324922.948
7/3/20,97.55555556,75.77777778,1278130.155
7/4/20,98.33333333,74.55555556,1244189.541
7/5/20,97.22222222,75.88888889,1234389.056
7/6/20,94.77777778,77.22222222,1251079.702
7/7/20,94.11111111,77.44444444,1260232.666
7/8/20,96.77777778,77.88888889,1329429.845
7/9/20,98.11111111,79.44444444,1373664.708
7/10/20,99.22222222,78.22222222,1372211.775
7/11/20,99.88888889,78.22222222,1360492.485
7/12/20,101.2222222,77.44444444,1327173.913
7/13/20,102.2222222,78.66666667,1432227.36
7/14/20,100.6666667,78.77777778,1407808.103
7/15/20,98.66666667,79.44444444,1386320.637
7/16/20,98.77777778,78.44444444,1396911.953
7/17/20,96.44444444,76.44444444,1353617.042
7/18/20,95.125,76.125,1266877.474
7/19/20,96,74.77777778,1272147.34
7/20/20,95.44444444,76.11111111,1312178.246
7/21/20,94,76.44444444,1264723.117
7/22/20,95.77777778,77.88888889,1302538.469
7/23/20,97.44444444,76.88888889,1352406
7/24/20,96.11111111,76.77777778,1341954.358
7/25/20,90.22222222,75.77777778,1184393.312
7/26/20,92,75.55555556,1145816.356
7/27/20,93.77777778,75.66666667,1235968.109
7/28/20,91.22222222,75.22222222,1184754.097
7/29/20,93.77777778,76.44444444,1199114.867
7/30/20,96.44444444,77,1317247.351
7/31/20,94.44444444,75.44444444,1267110.296
8/1/20,94.77777778,72.44444444,1151335.22
8/2/20,96.66666667,73.11111111,1178254.605
8/3/20,96,73.44444444,1246389.327
8/4/20,97,74.66666667,1279593.491
8/5/20,96.88888889,76.77777778,1287134.791
8/6/20,97.44444444,77.22222222,1335750.081
8/7/20,97.22222222,77.11111111,1361236.386
8/8/20,96.88888889,76.66666667,1313767.72
8/9/20,97.55555556,77.44444444,1314156.78
8/10/20,98,78,1387554.541
8/11/20,99.11111111,78.44444444,1417851.696
8/12/20,99.66666667,79.11111111,1439755.519
8/13/20,99.88888889,78.44444444,1441624.691
8/14/20,101.4444444,78.22222222,1434770.005
8/15/20,101.3333333,78.88888889,1402123.97
8/16/20,100.4444444,76.33333333,1370432.502
8/17/20,94.77777778,74.11111111,1275436.825
8/18/20,98.44444444,73.66666667,1303215.076
8/19/20,98,72.55555556,1267680.363
8/20/20,97.33333333,72.44444444,1255829.338
8/21/20,97.33333333,73.11111111,1267192.194
8/22/20,94.44444444,74,1191966.252
8/23/20,95.44444444,73,1206783.156
8/24/20,95.77777778,73.77777778,1278179.12
8/25/20,97.33333333,74.55555556,1300753.643
8/26/20,95.66666667,75.55555556,1283869.693
8/27/20,97.77777778,75.77777778,1293505.927
8/28/20,101.2222222,78.88888889,1408368.462
8/29/20,101.1111111,79.33333333,1382367.918
8/30/20,99,78.88888889,1324822.591
8/31/20,99.88888889,82.11111111,1433313.054
9/1/20,98,79.66666667,1364318.081
9/2/20,91.44444444,76.33333333,1241503.803
9/3/20,92.88888889,76,1223340.315
9/4/20,87.77777778,73.77777778,1180333.191
9/5/20,90.11111111,73.77777778,1119194.586
9/6/20,92.11111111,73.22222222,1142084.082
9/7/20,93.22222222,74.33333333,1200901.05
9/8/20,91.11111111,72.22222222,1211865.594
9/9/20,83.44444444,65.44444444,1143449.208
9/10/20,74.88888889,62.55555556,979726.7297
9/11/20,84.88888889,66.11111111,1013512.896
9/12/20,91.77777778,69.77777778,1096697.719
9/13/20,91.33333333,73,1129445.974
9/14/20,89.33333333,73.88888889,1172544.151
9/15/20,91.11111111,74.66666667,1200072.921
9/16/20,91.22222222,73,1194240.661
9/17/20,87.88888889,72.66666667,1154391.99
9/18/20,87.55555556,69.88888889,1104531.719
9/19/20,84.55555556,66.33333333,998443.5065
9/20/20,82.33333333,62.77777778,928707.6005
9/21/20,80,67.33333333,960601.25
9/22/20,81.88888889,68.22222222,972206.2453
9/23/20,82.33333333,68.44444444,979330.3633
9/24/20,83,65.11111111,977121.5497
9/25/20,87.55555556,64.66666667,1028772.202
9/26/20,90.66666667,67.88888889,1053758.871
9/27/20,91.66666667,72.66666667,1140491.687
9/28/20,81.55555556,62.55555556,991221.1617
9/29/20,82.55555556,53.11111111,916492.5286
9/30/20,87.55555556,55,958026.1586
10/1/20,87.11111111,55.88888889,973035.4841
10/2/20,83.44444444,58.44444444,944101.6011
10/3/20,86.11111111,59.44444444,931123.9726
10/4/20,86,59.77777778,944725.8876
10/5/20,85.88888889,61,1000786.095
10/6/20,88.11111111,61.66666667,1042699.317
10/7/20,88.66666667,61.44444444,1063230.684
10/8/20,87.77777778,64.33333333,1079790.917
10/9/20,89,68.55555556,1102322.001
10/10/20,93.77777778,65.22222222,1075339.171
10/11/20,94.22222222,69.22222222,1142818.07
10/12/20,88.33333333,65.88888889,1127909.69
10/13/20,88.55555556,61.77777778,1041767.606
10/14/20,91.88888889,65.11111111,1102032.408
10/15/20,85.44444444,67.66666667,1085170.332
10/16/20,78.11111111,56.55555556,894023.4531
10/17/20,83.33333333,58.77777778,889892.0163
10/18/20,89.88888889,68.22222222,1030671.671
10/19/20,85.44444444,67.33333333,1050588.624
10/20/20,89.22222222,68.66666667,1103052.438
10/21/20,88.33333333,70.33333333,1110789.552
10/22/20,88.88888889,70.33333333,1111301.252
10/23/20,82.77777778,57.44444444,1006845.015
10/24/20,71.11111111,54.22222222,822566.6626
